95
8.92857142857143E-4,	0.03571428571428572,	0.7142857142857143,	0.05,	0.0
0.004648645675479877,	0.07511577065245467,	0.788029698763379,	0.05,	-0.00987200539173142
0.013099518258979424,	0.16901745166999094,	1.8780336203507253,	0.05,	-0.032102681550027455
0.028124485235064126,	0.300499339521694,	2.629637757034061,	0.05,	-0.07168779977334488
0.0516040628844915,	0.46959155298854754,	3.381844269337071,	0.05,	-0.1337038021223831
0.08542125428067432,	0.6763438279236562,	4.135045498702173,	0.05,	-0.2233603119882459
0.1314628040329472,	0.9208309950454571,	4.889743342436017,	0.05,	-0.34606742330254386
0.1906806010276542,	1.18435593989414,	5.270498896973656,	0.05,	-0.5049863816409043
0.2630911432002979,	1.448210843452874,	5.277098071174682,	0.05,	-0.7010009052242395
0.34871499999735267,	1.7124771359410955,	5.285325849764431,	0.05,	-0.9352128337062303
0.44757706541485787,	1.9772413083501041,	5.2952834481801725,	0.05,	-1.208955721867786
0.559706869164073,	2.2425960749843012,	5.307095332683942,	0.05,	-1.5238114140662888
0.6851389431671169,	2.508641480060877,	5.3209081015315185,	0.05,	-1.8816298271952188
0.8239132583308627,	2.775486303274917,	5.336896464280798,	0.05,	-2.2845522490377754
0.9760757278176555,	3.043249389735856,	5.3552617292187765,	0.05,	-2.735038428516296
1.1416787903214618,	3.312061250076127,	5.376237206805419,	0.05,	-3.235897790731318
1.320782073986126,	3.5820656732932825,	5.4000884643431135,	0.05,	-3.790325057553296
1.5134531461632619,	3.853421443542716,	5.427115404988667,	0.05,	-4.40194051409119
1.7197683534075126,	4.126304144885013,	5.457654026845935,	0.05,	-5.074835048916049
1.9398137484251399,	4.400907900352546,	5.492075109350676,	0.05,	-5.813619873900769
2.1727304736199335,	4.658334503895876,	5.148532070866594,	0.05,	-6.620118529975469
2.416704370175732,	4.879477931115967,	4.422868544401819,	0.05,	-7.492809604413967
2.669912990704161,	5.064172410568579,	3.693889589052244,	0.05,	-8.429727380545732
2.9305225188086275,	5.212190562089328,	2.9603630304149675,	0.05,	-9.428296684021372
3.1966845265605706,	5.323240155038866,	2.220991858990775,	0.05,	-10.485159099709131
3.4665326512605565,	5.396962493999715,	1.4744467792169758,	0.05,	-11.595994858540672
3.7381793172017845,	5.432933318824555,	0.7194164964968053,	0.05,	-12.755347164258794
4.010687449107928,	5.450162638122858,	0.34458638596605695,	0.05,	-13.960847329222213
4.284083806683551,	5.467927151512457,	0.3552902677919789,	0.05,	-15.213929593371256
4.558392543301663,	5.486174732362235,	0.3649516169955547,	0.05,	-16.51588865736643
4.833634375401133,	5.50483664198941,	0.37323819254350354,	0.05,	-17.867835159078144
5.109825648459293,	5.523825461163191,	0.3797763834756118,	0.05,	-19.27064562175694
5.386977308572102,	5.543033202256172,	0.384154821859628,	0.05,	-20.724907350965438
5.665093797397475,	5.562329776507453,	0.385931485025619,	0.05,	-22.23085921428119
5.944171898574787,	5.581562023546249,	0.3846449407759245,	0.05,	-23.788329790765367
6.224199573386386,	5.60055349623199,	0.37982945371481946,	0.05,	-25.396674995551642
6.505154840015072,	5.619105332573713,	0.37103672683445055,	0.05,	-27.054717976475267
6.7870047586883215,	5.636998373464992,	0.35786081782559265,	0.05,	-28.76069470364961
7.069704596763408,	5.653996761501731,	0.3399677607347762,	0.05,	-30.512209218749724
7.353197255050391,	5.669853165739665,	0.31712808475868215,	0.05,	-32.306202841572635
7.637413033811195,	5.684315575216083,	0.2892481895283616,	0.05,	-34.138941610803904
7.922269811004296,	5.697135543862016,	0.2563993729186542,	0.05,	-36.00602581735368
8.207673687585448,	5.708077531623036,	0.21883975522039023,	0.05,	-37.90242456190349
8.493520127754211,	5.716928803375276,	0.17702543504480417,	0.05,	-39.822536846061226
8.77969558784343,	5.72350920178438,	0.1316079681820881,	0.05,	-41.760278870843706
9.0660795891861,	5.727680026853393,	0.08341650138024903,	0.05,	-43.70919513448713
9.35254715117069,	5.72935123969181,	0.03342425676834182,	0.05,	-45.66258882762596
9.638971465770117,	5.728486291988548,	-0.017298954065232408,	0.05,	-47.61366519563968
9.92522667245187,	5.725104133635074,	-0.06764316706949103,	0.05,	-49.55568026623542
10.211190580797862,	5.719278166919819,	-0.11651933430508521,	0.05,	-51.482086787463565
10.4967471946352,	5.711132276746751,	-0.16291780346136875,	0.05,	-53.38666951264352
10.781788910624142,	5.7008343197788625,	-0.20595913935776977,	0.05,	-55.26366302768688
11.066218294958714,	5.688587686691458,	-0.2449326617480807,	0.05,	-57.10784698947847
11.349949382286551,	5.674621746556743,	-0.27931880269431275,	0.05,	-58.914615697989625
11.632908476331895,	5.659181880906871,	-0.30879731299743085,	0.05,	-60.68002101468922
11.915034472463956,	5.64251992264122,	-0.33323916531301734,	0.05,	-62.4007896074263
12.196278747975025,	5.624885510221398,	-0.35268824839644,	0.05,	-64.07431704276024
12.476604687426745,	5.606518789034389,	-0.3673344237401821,	0.05,	-65.69864234095658
12.755986922670422,	5.587644704873532,	-0.3774816832171446,	0.05,	-67.27240720027751
13.034410367045052,	5.568468887492582,	-0.383516347619004,	0.05,	-68.79480421212543
13.311869120083076,	5.549175060760496,	-0.3858765346417137,	0.05,	-70.26551816519637
13.588365311517551,	5.529923828689507,	-0.38502464141977555,	0.05,	-71.68466406334501
13.863907939052243,	5.510852550693831,	-0.3814255599135308,	0.05,	-73.05272484496543
14.138511744514902,	5.492076109253189,	-0.37552882881284333,	0.05,	-74.37049113633049
14.412196158822523,	5.473688286152425,	-0.36775646201526513,	0.05,	-75.63900471232483
14.684984335650094,	5.455763536551442,	-0.3584949920196756,	0.05,	-76.85950676052083
14.956902289033815,	5.438359067674415,	-0.34808937754053915,	0.05,	-78.03339157672612
15.227318506227535,	5.408324343874385,	-0.6006944760005872,	0.05,	-79.1594685688811
15.494646845225647,	5.346566779962251,	-1.2351512782426788,	0.05,	-80.23323769365649
15.75701445326527,	5.2473521607924845,	-1.9842923833953385,	0.05,	-81.25003129840509
16.01256745432926,	5.111060021279836,	-2.7258427902529725,	0.05,	-82.20619893637242
16.259467628566025,	4.938003484735271,	-3.461130730891302,	0.05,	-83.09892939424263
16.49588913692945,	4.728430167268478,	-4.191466349335862,	0.05,	-83.9260751300571
16.72001538454035,	4.482524952218039,	-4.918104301008768,	0.05,	-84.68598417541186
