85
9.25925925925926E-4,	0.037037037037037035,	0.7407407407407407,	0.05,	0.0
0.004571126676735396,	0.0729040150161894,	0.7641419215534508,	0.05,	-0.0031326843599856708
0.012772967148346526,	0.16403680943222257,	1.8810478116489966,	0.05,	-0.010173792510117288
0.027354491371847266,	0.2916304844700148,	2.6333116647700803,	0.05,	-0.02266590894215303
0.05013933900115766,	0.45569695258620796,	3.385337238950109,	0.05,	-0.04211972206437727
0.08295212530406046,	0.6562557260580557,	4.136972505046139,	0.05,	-0.06999367445723573
0.12670729249806545,	0.8751033438800995,	4.51193618062212,	0.05,	-0.10690267758388039
0.18140894492952522,	1.0940330486291954,	4.510294229226002,	0.05,	-0.1526269398851664
0.24706221604432785,	1.3130654222960525,	4.508240601510125,	0.05,	-0.20689156169484485
0.3236732701772989,	1.5322210826594214,	4.505774592335086,	0.05,	-0.2693664401325711
0.4112493044911432,	1.7515206862768857,	4.50289543835066,	0.05,	-0.33966616609687533
0.5097985509653757,	1.9709849294846515,	4.49960235793454,	0.05,	-0.41734991869670907
0.6193302783271443,	2.19063454723537,	4.495894592168614,	0.05,	-0.5019213627584462
0.7398547938215412,	2.410490309887939,	4.491771448986537,	0.05,	-0.5928285551050543
0.8713834447149804,	2.630573017868785,	4.487232342380851,	0.05,	-0.6894638650810679
1.0139286194388328,	2.850903494477047,	4.482276829748635,	0.05,	-0.791163914307885
1.1675037482945354,	3.07150257711405,	4.476904643214992,	0.05,	-0.8972095398753366
1.3321233036603033,	3.29239110731536,	4.471115712825062,	0.05,	-1.0068257841248485
1.5068875743837422,	3.4952854144687806,	4.090259900843707,	0.05,	-1.1186089438971416
1.6899802507580273,	3.6618535274856994,	3.3353032377415026,	0.05,	-1.2306558903193798
1.8795818793073413,	3.7920325709862794,	2.581604126155481,	0.05,	-1.3412318382948945
2.0738694752293956,	3.8857519184410836,	1.8293174912462895,	0.05,	-1.4487910926725889
2.271016231235985,	3.9429351201317844,	1.0785597185777718,	0.05,	-1.5519926338597057
2.4691913231738982,	3.9635018387582686,	0.32940850550430056,	0.05,	-1.6497105226946145
2.6674780638224167,	3.9657348129703704,	-0.04465718408015462,	0.05,	-1.7414500609044774
2.865876463282161,	3.9679679891948907,	-0.044661369304233034,	0.05,	-1.8272106979228901
