135
8.928571428571428E-4,	0.03571428571428571,	0.7142857142857142,	0.05,	0.0
0.0034110980322493104,	0.05036481778784335,	0.2930106414711528,	0.05,	0.05639551348505925
0.009084876780306384,	0.11347557496114148,	1.2622151434659625,	0.05,	0.18287107202912992
0.01919796778216484,	0.2022618200371691,	1.7757249015205525,	0.05,	0.40630395281029485
0.035066909846332796,	0.3173788412833591,	2.3023404249237993,	0.05,	0.7518163871009247
0.058061069443366316,	0.4598831919406704,	2.850087013146226,	0.05,	1.2417006413562042
0.08962637656977213,	0.631306142528116,	3.428459011748912,	0.05,	1.8941473036119512
0.13065600239815733,	0.8205925165677043,	3.785727480791765,	0.05,	2.709134249918469
0.18146811667869908,	1.0162422856108349,	3.9129953808626117,	0.05,	3.6696193150563277
0.24243249148349968,	1.219287496096012,	4.060904209703544,	0.05,	4.755797822861985
0.31395813023233005,	1.4305127749766071,	4.224505577611901,	0.05,	5.945765638501091
0.39647890043231926,	1.6504154039997836,	4.3980525804635295,	0.05,	7.216289008178028
0.48972514494843145,	1.864924890322243,	4.2901897264491895,	0.05,	8.534000952618888
0.5926409086070035,	2.05831527317144,	3.8678076569839392,	0.05,	9.859833823679793
0.7040433003003516,	2.228047833866962,	3.3946512139104357,	0.05,	11.161517666597456
0.8226196470484599,	2.371526934962168,	2.8695820219041224,	0.05,	12.413731055211574
0.9469347306676046,	2.4863016723828943,	2.2954947484145283,	0.05,	13.597712612387197
1.075444576193882,	2.5701969105255493,	1.6779047628530996,	0.05,	14.700522289444667
1.2065134964002842,	2.6213784041280443,	1.0236298720499004,	0.05,	15.71412874454572
1.3392263446891683,	2.654256965777682,	0.657571232992753,	0.05,	16.63972443636497
1.4734477706994895,	2.6844285202064224,	0.6034310885748084,	0.05,	17.484554204423414
1.609057123602805,	2.7121870580663114,	0.5551707571977804,	0.05,	18.255076250195508
1.7459471408752711,	2.7378003454493216,	0.5122657476602033,	0.05,	18.957032267701518
1.8840226691916353,	2.761510566327284,	0.4742044175592497,	0.05,	19.595515847894507
2.0231994620255778,	2.783535856678852,	0.4405058070313572,	0.05,	20.175036835678792
2.163403074717333,	2.8040722538351073,	0.4107279431251065,	0.05,	20.6995804232004
2.3045678674638372,	2.823295854930087,	0.3844720218995956,	0.05,	21.17266049338448
2.4466361173633238,	2.8413649979897313,	0.3613828611928849,	0.05,	21.597367160445906
2.5895572341534177,	2.8584223358018823,	0.3411467562430204,	0.05,	21.976408707172112
2.733287075516357,	2.8745968272587885,	0.32348982913812385,	0.05,	22.312148268866327
2.8777873516132866,	2.8900055219385883,	0.30817389359599545,	0.05,	22.60663565940717
3.023025113683504,	2.9047552414043456,	0.2949943893151463,	0.05,	22.861634763415008
3.1689723176046467,	2.918944078422852,	0.28377674037012746,	0.05,	23.078646890607864
3.3156054558694272,	2.9326627652956128,	0.27437373745521576,	0.05,	23.258930461509312
3.462905252531197,	2.945995933235393,	0.26666335879560243,	0.05,	23.40351735148108
3.61085641489083,	2.959023247192664,	0.2605462791454194,	0.05,	23.513226172050487
3.759447437915584,	2.9718204604950724,	0.25594426604817144,	0.05,	23.588672723979066
3.9086704586841914,	2.984460415372148,	0.252799097541514,	0.05,	23.630277809200443
4.058521156728321,	2.9970139608825934,	0.25107091020890593,	0.05,	23.638272541816125
4.208998699820289,	3.009550861839371,	0.25073801913555016,	0.05,	23.61270125572678
4.360105733410058,	3.022140671795384,	0.2517961991202622,	0.05,	23.55342206157175
4.511848413901186,	3.0348536098225534,	0.2542587605433866,	0.05,	23.460105063287436
4.664236486126635,	3.0477614445089807,	0.2581566937285462,	0.05,	23.332228201679147
4.8172834064378875,	3.060938406225047,	0.2635392343213283,	0.05,	23.16907064935279
4.971006514342442,	3.074462158091074,	0.2704750373205389,	0.05,	22.969703636360734
5.125427254208172,	3.0884147973146074,	0.27905278447066806,	0.05,	22.73297854322487
5.280571452876033,	3.102883973357211,	0.2893835208520734,	0.05,	22.457512048154634
5.436469656459257,	3.117964071664495,	0.301601966145677,	0.05,	22.14166807205758
5.593157532962667,	3.1337575300681855,	0.31586916807381016,	0.05,	21.78353621537776
5.750676346531633,	3.1503762713793373,	0.3323748262230364,	0.05,	21.380906339239584
5.909073511316565,	3.167943295698652,	0.35134048638629345,	0.05,	20.931238902721805
6.068403231700522,	3.1865944076791273,	0.3730222396095062,	0.05,	20.431630646733577
6.228727237996985,	3.2064801259292564,	0.3977143650025816,	0.05,	19.878775206115076
6.390115621971356,	3.2277676794874197,	0.42575107116326727,	0.05,	19.26891827948503
6.552647782104711,	3.2506432026670966,	0.45751046359353786,	0.05,	18.597807058734464
6.716413474234533,	3.275313842596428,	0.49341279858662546,	0.05,	17.860633850805364
6.881513968397597,	3.302009883261283,	0.5339208132971063,	0.05,	17.051974126538337
7.04806329239087,	3.330986479865457,	0.5795319320834746,	0.05,	16.16571983774331
7.216189532292793,	3.362524798038459,	0.6307663634600402,	0.05,	15.19500972405798
7.386036129643226,	3.3969319470086616,	0.6881429794040539,	0.05,	14.132159750022407
7.557763077925973,	3.4345389656549368,	0.7521403729255027,	0.05,	12.968598906807348
7.7315478640980535,	3.475695723441606,	0.8231351557333877,	0.05,	11.69481868932892
7.907585916290862,	3.520761043856162,	0.9013064082911182,	0.05,	10.300348973623445
8.086090207970177,	3.5700858335863077,	0.9864957946029129,	0.05,	8.773779078506363
8.267289515918897,	3.6239861589744082,	1.0780065077620105,	0.05,	7.102850855189478
8.451424648168189,	3.682702644985838,	1.1743297202285952,	0.05,	5.274660592380644
8.638741744340024,	3.7463419234367072,	1.272785569017385,	0.05,	3.276017760420894
8.829481558861232,	3.814796290424165,	1.3690873397491554,	0.05,	1.0940188947942957
9.023863558397263,	3.8876399907206003,	1.4568740059287055,	0.05,	-1.2831004421292795
9.222063818896826,	3.9640052099912517,	1.5273043854130286,	0.05,	-3.864781409233115
9.424186354531459,	4.042450712692665,	1.568910054028274,	0.05,	-6.656605423614033
9.630228866984135,	4.120850249053524,	1.567990727217179,	0.05,	-9.658458404213585
9.840046131859435,	4.1963452975059905,	1.5099009690493226,	0.05,	-12.862567894082122
10.053317101820562,	4.265419399222541,	1.3814820343310075,	0.05,	-16.251739088192274
10.269524471038753,	4.324147384363813,	1.1745597028254373,	0.05,	-19.79825845028022
10.487956313523155,	4.368636849688015,	0.8897893064840368,	0.05,	-23.46398052428501
10.70773678894597,	4.395609508456326,	0.5394531753662335,	0.05,	-27.201973130548666
10.927886209160025,	4.402988404281103,	0.14757791649554264,	0.05,	-30.95973693418316
11.147401779387978,	4.390311404559069,	-0.2535399944406791,	0.05,	-34.683533709167634
11.365343031640423,	4.3588250450488975,	-0.6297271902034396,	0.05,	-38.32296627662665
11.580904235287587,	4.311224072943268,	-0.9520194421125971,	0.05,	-41.83486013492675
11.793460881708546,	4.251132928419164,	-1.2018228904820738,	0.05,	-45.185754747359404
12.00258599587456,	4.182502283320275,	-1.3726129019777744,	0.05,	-48.35277717875204
12.20804027619646,	4.109085606438005,	-1.4683335376454032,	0.05,	-51.32311259878052
12.40974480073618,	4.0340904907944,	-1.4999023128721056,	0.05,	-54.09254046450306
12.6077457739461,	3.9600194641984188,	-1.4814205319196194,	0.05,	-56.66354446703948
12.802178833256937,	3.8886611862167495,	-1.4271655596333854,	0.05,	-59.043399237454004
12.993237535916311,	3.8211740531874994,	-1.3497426605850027,	0.05,	-61.24248136015428
13.181148041803858,	3.7582101177509477,	-1.259278708731033,	0.05,	-63.27291285445113
13.366150236957768,	3.700043903078204,	-1.1633242934548704,	0.05,	-65.14754966302976
13.548484542816432,	3.6466861171732803,	-1.067155718098478,	0.05,	-66.8792752112682
13.728383303975177,	3.597975223174905,	-0.9742178799675028,	0.05,	-68.48053924080185
13.906065620210343,	3.5536463247033527,	-0.8865779694310483,	0.05,	-69.96308093279825
14.081734619530614,	3.5133799864054085,	-0.8053267659588847,	0.05,	-71.33778320869854
14.255576403301033,	3.4768356754083793,	-0.730886219940583,	0.05,	-72.61461631384007
14.427760071643666,	3.4436733668526514,	-0.6632461711145599,	0.05,	-73.80263920981982
14.598438403014077,	3.4135666274082057,	-0.6021347888889128,	0.05,	-74.91003627343669
14.76774891054818,	3.3862101506820745,	-0.5471295345226235,	0.05,	-75.94417390677565
14.935815079234214,	3.3613233737206785,	-0.49773553922792146,	0.05,	-76.91166670360258
15.102747646190723,	3.3386513391301946,	-0.4534406918096767,	0.05,	-77.81844645245211
15.26864587438821,	3.3179645639497166,	-0.41373550360956024,	0.05,	-78.66983003800435
15.433598747350455,	3.299057459244915,	-0.3781420940960345,	0.05,	-79.47058369752204
15.59768607889052,	3.2817466308012992,	-0.3462165688723129,	0.05,	-80.22498248972934
15.760979525702696,	3.265868936243526,	-0.3175538911554643,	0.05,	-80.93686443730752
15.923543496478938,	3.2512794155248237,	-0.29179041437404685,	0.05,	-81.60967925176114
16.085435961144636,	3.23784929331399,	-0.2686024442166701,	0.05,	-82.24653184452089
16.246709175172434,	3.2254642805559888,	-0.24770025516002825,	0.05,	-82.85022100539241
16.407410321895682,	3.214022934464956,	-0.22882692182065512,	0.05,	-83.42327364000873
16.567582066469743,	3.203434891481193,	-0.2117608596752607,	0.05,	-83.96797495538702
16.727263063540025,	3.193619941405642,	-0.1962990015110222,	0.05,	-84.48639514649152
16.886488391619633,	3.18450656159215,	-0.18226759626983835,	0.05,	-84.98041286269807
17.045289936525027,	3.1760308981078755,	-0.1695132696854884,	0.05,	-85.45173588721478
17.203696737473674,	3.1681360189729726,	-0.15789758269805887,	0.05,	-85.9019193855337
17.361735283335552,	3.1607709172375587,	-0.14730203470827874,	0.05,	-86.33238196884139
17.519429778056736,	3.1538898944236813,	-0.13762045627754738,	0.05,	-86.74441988352528
17.676573443044767,	3.1428732997606392,	-0.22033189326084113,	0.05,	-87.13865665907228
17.832025257732656,	3.1090362937578107,	-0.6767401200565715,	0.05,	-87.51349937520206
17.9839459919752,	3.0384146848508635,	-1.4124321781389426,	0.05,	-87.86608214856167
18.130505755049903,	2.9311952614940453,	-2.1443884671363644,	0.05,	-88.19403939963041
18.269881860934696,	2.787522117695862,	-2.873462875963666,	0.05,	-88.49539132115191
18.400256813713916,	2.6074990555844004,	-3.6004612422292315,	0.05,	-88.76843618557207
